file_name;predicted;true;cv_step;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_4_mixup_1.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_5_grid_distortion_2.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_5_mixup_3.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_5_original.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_5_random_erasing_1.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_6_mixup_1.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_6_original.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_6_random_brightness_2.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_6_random_rotate_3.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_7_mixup_3.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_7_original.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_7_random_erasing_1.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_7_random_rotate_2.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_8_mixup_3.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_8_original.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_8_random_brightness_2.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_9_grid_distortion_3.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_9_original.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_9_random_erasing_1.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_9_spec_augment_2.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_10_original.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_10_random_brightness_2.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_10_random_rotate_1.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_a_10_spec_augment_3.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_f_1_mixup_3.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_f_10_original.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_f_10_random_brightness_1.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_f_10_random_erasing_3.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_f_10_random_rotate_2.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_1_mixup_1.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_2_grid_distortion_3.wav;germany;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_2_mixup_2.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_2_original.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_3_grid_distortion_2.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_3_original.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_3_random_brightness_3.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_3_spec_augment_1.wav;italy;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_4_mixup_2.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_4_original.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_4_random_brightness_1.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_4_random_erasing_3.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_6_mixup_1.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_6_original.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_6_random_rotate_3.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_6_spec_augment_2.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_7_grid_distortion_2.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_7_original.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_7_random_erasing_1.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_8_grid_distortion_3.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_8_mixup_2.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_8_original.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_8_spec_augment_1.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_9_grid_distortion_2.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_9_original.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_9_random_brightness_1.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_9_random_erasing_3.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_10_mixup_1.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_10_original.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_10_random_brightness_2.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\france\fr_p_10_random_rotate_3.wav;spain;france;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_a_7_mixup_2.wav;spain;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_a_7_spec_augment_1.wav;france;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_a_9_grid_distortion_1.wav;spain;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_a_9_original.wav;spain;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_a_9_random_rotate_2.wav;spain;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_a_9_spec_augment_3.wav;france;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_f_2_grid_distortion_1.wav;spain;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_f_2_original.wav;spain;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_f_2_random_erasing_3.wav;spain;germany;1;
D:\DATASET\test-balance-country-class_augmented_flat_upgraded\germany\ge_f_2_random_rotate_2.wav;spain;germany;1;
