file_name;predicted;true;cv_step;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-ambulance\ge_a_1_spec_augment_3.wav;germany-police;germany-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-ambulance\ge_a_3_grid_distortion_2.wav;germany-police;germany-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-ambulance\ge_a_3_original.wav;germany-police;germany-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-ambulance\ge_a_3_random_erasing_1.wav;germany-police;germany-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-ambulance\ge_a_3_random_rotate_3.wav;germany-police;germany-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-ambulance\ge_a_4_mixup_2.wav;germany-firefighter;germany-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-ambulance\ge_a_4_original.wav;germany-firefighter;germany-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-ambulance\ge_a_4_random_brightness_3.wav;germany-firefighter;germany-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-ambulance\ge_a_4_random_rotate_1.wav;germany-firefighter;germany-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-ambulance\ge_a_6_grid_distortion_2.wav;germany-firefighter;germany-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-ambulance\ge_a_7_mixup_2.wav;germany-police;germany-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-ambulance\ge_a_7_spec_augment_1.wav;germany-firefighter;germany-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-ambulance\ge_a_9_grid_distortion_1.wav;germany-police;germany-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-ambulance\ge_a_9_original.wav;germany-police;germany-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-ambulance\ge_a_9_random_rotate_2.wav;germany-police;germany-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-ambulance\ge_a_9_spec_augment_3.wav;germany-police;germany-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_1_mixup_3.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_1_original.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_1_random_brightness_2.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_1_spec_augment_1.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_3_mixup_1.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_4_grid_distortion_3.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_4_mixup_1.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_4_original.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_4_random_rotate_2.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_5_mixup_3.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_5_original.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_5_random_brightness_1.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_5_spec_augment_2.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_6_mixup_1.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_6_original.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_6_random_rotate_3.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_6_spec_augment_2.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_7_grid_distortion_1.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_7_mixup_3.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_7_original.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_7_random_rotate_2.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_8_mixup_3.wav;germany-ambulance;germany-firefighter;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\germany-firefighter\ge_f_8_original.wav;germany-ambulance;germany-firefighter;1;
