file_name;predicted;true;cv_step;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_2_grid_distortion_3.wav;spain-police;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_2_original.wav;spain-police;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_2_random_erasing_2.wav;spain-police;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_2_random_rotate_1.wav;spain-police;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_5_grid_distortion_3.wav;spain-police;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_5_mixup_2.wav;spain-police;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_5_original.wav;spain-police;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_5_random_brightness_1.wav;spain-police;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_6_mixup_1.wav;spain-police;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_6_original.wav;spain-police;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_6_random_erasing_2.wav;spain-police;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_6_random_rotate_3.wav;spain-police;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_7_grid_distortion_3.wav;spain-firefighter;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_7_original.wav;spain-firefighter;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_7_random_brightness_1.wav;spain-firefighter;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_7_random_rotate_2.wav;spain-firefighter;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_8_grid_distortion_3.wav;spain-firefighter;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_8_original.wav;spain-firefighter;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_8_random_brightness_1.wav;spain-firefighter;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_8_random_rotate_2.wav;spain-firefighter;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_9-8_mixup_2.wav;spain-firefighter;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_9-8_original.wav;spain-firefighter;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_9-8_random_erasing_3.wav;spain-firefighter;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_9-8_random_rotate_1.wav;spain-firefighter;spain-ambulance;1;
D:\DATASET\test-balance-country-class_augmented_12_upgraded\spain-ambulance\sp_a_10_mixup_2.wav;spain-police;spain-ambulance;1;
