file_name;predicted;true;cv_step;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country_balance/italy-ambulance/it_a_1.wav;italy-police;italy-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country_balance/italy-ambulance/it_a_2.wav;italy-police;italy-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country_balance/italy-ambulance/it_a_3.wav;italy-police;italy-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country_balance/italy-ambulance/it_a_4.wav;italy-police;italy-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country_balance/italy-ambulance/it_a_6.wav;italy-police;italy-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country_balance/italy-ambulance/it_a_10.wav;italy-firefighter;italy-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country_balance/italy-firefighter/it_f_1.wav;italy-police;italy-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country_balance/italy-firefighter/it_f_2.wav;italy-ambulance;italy-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country_balance/italy-firefighter/it_f_3.wav;italy-police;italy-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country_balance/italy-firefighter/it_f_4.wav;italy-police;italy-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country_balance/italy-firefighter/it_f_5.wav;italy-police;italy-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country_balance/italy-firefighter/it_f_6.wav;italy-ambulance;italy-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country_balance/italy-firefighter/it_f_7.wav;italy-ambulance;italy-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country_balance/italy-firefighter/it_f_8.wav;italy-ambulance;italy-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country_balance/italy-firefighter/it_f_9-8.wav;italy-ambulance;italy-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country_balance/italy-police/it_p_1.wav;italy-firefighter;italy-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country_balance/italy-police/it_p_3.wav;italy-firefighter;italy-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country_balance/italy-police/it_p_4.wav;italy-firefighter;italy-police;1;
